['47', ['081109', '203523', '148', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['261', ['081109', '203530', '180', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['262', ['081109', '203530', '180', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['263', ['081109', '203530', '181', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['264', ['081109', '203530', '181', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['265', ['081109', '203530', '182', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['266', ['081109', '203530', '183', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['267', ['081109', '203530', '184', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['268', ['081109', '203530', '185', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['269', ['081109', '203530', '186', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['270', ['081109', '203530', '187', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['290', ['081109', '203531', '146', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['291', ['081109', '203531', '146', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['300', ['081109', '203531', '147', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['301', ['081109', '203531', '147', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['314', ['081109', '203531', '148', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['315', ['081109', '203531', '148', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['325', ['081109', '203531', '149', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['336', ['081109', '203531', '150', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['339', ['081109', '203531', '151', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['340', ['081109', '203531', '151', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['341', ['081109', '203531', '152', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['343', ['081109', '203531', '154', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['345', ['081109', '203531', '155', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['346', ['081109', '203531', '156', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['347', ['081109', '203531', '158', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['348', ['081109', '203531', '158', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['349', ['081109', '203531', '159', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['350', ['081109', '203531', '161', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['352', ['081109', '203531', '162', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['355', ['081109', '203531', '163', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['356', ['081109', '203531', '163', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['357', ['081109', '203531', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['358', ['081109', '203531', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['359', ['081109', '203531', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['360', ['081109', '203531', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['361', ['081109', '203531', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['362', ['081109', '203531', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['363', ['081109', '203531', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['364', ['081109', '203531', '165', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['365', ['081109', '203531', '166', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['366', ['081109', '203531', '166', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['367', ['081109', '203531', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['368', ['081109', '203531', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['369', ['081109', '203531', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['370', ['081109', '203531', '168', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['372', ['081109', '203531', '169', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['373', ['081109', '203531', '170', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['374', ['081109', '203531', '177', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['375', ['081109', '203531', '178', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['376', ['081109', '203531', '179', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['377', ['081109', '203531', '180', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['378', ['081109', '203531', '181', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['379', ['081109', '203531', '182', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['380', ['081109', '203531', '183', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['381', ['081109', '203531', '183', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['382', ['081109', '203531', '184', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['383', ['081109', '203531', '184', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['384', ['081109', '203531', '185', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['385', ['081109', '203531', '186', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['386', ['081109', '203531', '187', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['387', ['081109', '203531', '188', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['388', ['081109', '203531', '189', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['389', ['081109', '203531', '190', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['390', ['081109', '203531', '191', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['391', ['081109', '203531', '192', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['392', ['081109', '203531', '193', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['521', ['081109', '203532', '153', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['522', ['081109', '203532', '154', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['523', ['081109', '203532', '155', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['524', ['081109', '203532', '159', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['525', ['081109', '203532', '160', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['527', ['081109', '203532', '163', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['528', ['081109', '203532', '164', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['530', ['081109', '203532', '166', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['532', ['081109', '203532', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['533', ['081109', '203532', '185', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['534', ['081109', '203532', '186', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['535', ['081109', '203532', '187', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['536', ['081109', '203532', '188', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['537', ['081109', '203532', '188', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['538', ['081109', '203532', '189', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['540', ['081109', '203532', '191', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['541', ['081109', '203532', '192', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['542', ['081109', '203532', '193', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['543', ['081109', '203532', '194', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['544', ['081109', '203532', '194', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['545', ['081109', '203532', '195', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['546', ['081109', '203532', '196', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['547', ['081109', '203532', '197', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['548', ['081109', '203532', '198', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['549', ['081109', '203532', '199', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['550', ['081109', '203532', '201', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['551', ['081109', '203532', '202', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['552', ['081109', '203532', '203', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['553', ['081109', '203532', '204', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['681', ['081109', '203533', '156', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['682', ['081109', '203533', '157', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['683', ['081109', '203533', '158', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['684', ['081109', '203533', '162', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['685', ['081109', '203533', '162', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['687', ['081109', '203533', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['688', ['081109', '203533', '168', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['689', ['081109', '203533', '169', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['690', ['081109', '203533', '170', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['692', ['081109', '203533', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['693', ['081109', '203533', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['694', ['081109', '203533', '172', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['695', ['081109', '203533', '172', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['696', ['081109', '203533', '172', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['698', ['081109', '203533', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['699', ['081109', '203533', '174', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['701', ['081109', '203533', '190', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['702', ['081109', '203533', '191', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['703', ['081109', '203533', '192', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['704', ['081109', '203533', '193', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['705', ['081109', '203533', '194', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['706', ['081109', '203533', '195', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['707', ['081109', '203533', '195', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['708', ['081109', '203533', '196', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['709', ['081109', '203533', '197', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['710', ['081109', '203533', '199', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['712', ['081109', '203533', '205', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['713', ['081109', '203533', '206', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['714', ['081109', '203533', '207', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['715', ['081109', '203533', '208', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['716', ['081109', '203533', '209', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['717', ['081109', '203533', '210', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['890', ['081109', '203534', '163', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['892', ['081109', '203534', '167', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['893', ['081109', '203534', '171', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['895', ['081109', '203534', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['896', ['081109', '203534', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['897', ['081109', '203534', '173', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['898', ['081109', '203534', '174', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['900', ['081109', '203534', '175', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['901', ['081109', '203534', '175', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['905', ['081109', '203534', '178', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['907', ['081109', '203534', '196', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['909', ['081109', '203534', '199', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['910', ['081109', '203534', '200', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['912', ['081109', '203534', '201', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['913', ['081109', '203534', '202', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['914', ['081109', '203534', '212', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['915', ['081109', '203534', '213', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['916', ['081109', '203534', '214', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['917', ['081109', '203534', '215', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['971', ['081109', '203535', '147', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['979', ['081109', '203535', '148', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1001', ['081109', '203535', '150', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1037', ['081109', '203535', '152', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1056', ['081109', '203535', '153', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1070', ['081109', '203535', '154', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1079', ['081109', '203535', '155', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1083', ['081109', '203535', '156', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1092', ['081109', '203535', '158', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1098', ['081109', '203535', '161', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
['1100', ['081109', '203535', '162', 'INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to', 'E3', '<*>', 'Served', 'block', '<*>', 'to', '/<*>']]
