['2', ['081109', '203518', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/mnt/hadoop/mapred/system/job_200811092030_0001/job.jar.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18302', ['081109', '203809', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000254_0/part-00254.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18306', ['081109', '203809', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000177_0/part-00177.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18307', ['081109', '203809', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000223_0/part-00223.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18311', ['081109', '203809', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000067_0/part-00067.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18447', ['081109', '203810', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000028_0/part-00028.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18448', ['081109', '203810', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000326_0/part-00326.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18458', ['081109', '203810', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000120_0/part-00120.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18462', ['081109', '203810', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000003_0/part-00003.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18463', ['081109', '203810', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000059_0/part-00059.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18464', ['081109', '203810', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000113_0/part-00113.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18476', ['081109', '203810', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000088_0/part-00088.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18481', ['081109', '203810', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000240_0/part-00240.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18482', ['081109', '203810', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000339_0/part-00339.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18488', ['081109', '203810', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000239_0/part-00239.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18489', ['081109', '203810', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000372_0/part-00372.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18494', ['081109', '203810', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000060_0/part-00060.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18495', ['081109', '203810', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000074_0/part-00074.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18496', ['081109', '203810', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000081_0/part-00081.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18503', ['081109', '203810', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000097_0/part-00097.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18504', ['081109', '203810', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000238_0/part-00238.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18511', ['081109', '203810', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000389_0/part-00389.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18647', ['081109', '203811', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000354_0/part-00354.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18648', ['081109', '203811', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000360_0/part-00360.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18656', ['081109', '203811', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000013_0/part-00013.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18657', ['081109', '203811', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000312_0/part-00312.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18659', ['081109', '203811', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000112_0/part-00112.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18660', ['081109', '203811', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000322_0/part-00322.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18667', ['081109', '203811', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000349_0/part-00349.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18668', ['081109', '203811', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000383_0/part-00383.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18669', ['081109', '203811', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000025_0/part-00025.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18670', ['081109', '203811', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000298_0/part-00298.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18776', ['081109', '203812', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000269_0/part-00269.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18777', ['081109', '203812', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000293_0/part-00293.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18783', ['081109', '203812', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000092_0/part-00092.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18791', ['081109', '203812', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000332_0/part-00332.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18792', ['081109', '203812', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000369_0/part-00369.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18798', ['081109', '203812', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000108_0/part-00108.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18799', ['081109', '203812', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000128_0/part-00128.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18804', ['081109', '203812', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18805', ['081109', '203812', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18812', ['081109', '203812', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000214_0/part-00214.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18824', ['081109', '203812', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000317_0/part-00317.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18825', ['081109', '203812', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000337_0/part-00337.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18950', ['081109', '203813', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000218_0/part-00218.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18960', ['081109', '203813', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000032_0/part-00032.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18961', ['081109', '203813', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000357_0/part-00357.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18962', ['081109', '203813', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000394_0/part-00394.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18966', ['081109', '203813', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18970', ['081109', '203813', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000392_0/part-00392.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18976', ['081109', '203813', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000193_0/part-00193.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18977', ['081109', '203813', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000267_0/part-00267.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18978', ['081109', '203813', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000272_0/part-00272.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18986', ['081109', '203813', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000148_0/part-00148.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18987', ['081109', '203813', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000196_0/part-00196.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['18995', ['081109', '203813', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000324_0/part-00324.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19143', ['081109', '203814', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000300_0/part-00300.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19164', ['081109', '203814', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000171_0/part-00171.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19165', ['081109', '203814', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000318_0/part-00318.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19178', ['081109', '203814', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000015_0/part-00015.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19179', ['081109', '203814', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000098_0/part-00098.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19185', ['081109', '203814', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19186', ['081109', '203814', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000205_0/part-00205.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19194', ['081109', '203814', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000206_0/part-00206.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19195', ['081109', '203814', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000250_0/part-00250.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19199', ['081109', '203814', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000078_0/part-00078.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19200', ['081109', '203814', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000187_0/part-00187.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19201', ['081109', '203814', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000228_0/part-00228.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19206', ['081109', '203814', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000021_0/part-00021.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19207', ['081109', '203814', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000221_0/part-00221.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19208', ['081109', '203814', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000351_0/part-00351.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19209', ['081109', '203814', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000366_0/part-00366.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19349', ['081109', '203815', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000019_0/part-00019.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19350', ['081109', '203815', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19355', ['081109', '203815', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000036_0/part-00036.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19356', ['081109', '203815', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000101_0/part-00101.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19362', ['081109', '203815', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000244_0/part-00244.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19368', ['081109', '203815', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19369', ['081109', '203815', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000251_0/part-00251.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19374', ['081109', '203815', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000303_0/part-00303.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19376', ['081109', '203815', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000066_0/part-00066.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19377', ['081109', '203815', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000182_0/part-00182.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19378', ['081109', '203815', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000368_0/part-00368.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19384', ['081109', '203815', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000165_0/part-00165.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19389', ['081109', '203815', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000286_0/part-00286.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19394', ['081109', '203815', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000236_0/part-00236.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19401', ['081109', '203815', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000237_0/part-00237.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19476', ['081109', '203816', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000288_0/part-00288.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19478', ['081109', '203816', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000072_0/part-00072.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19485', ['081109', '203816', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000048_0/part-00048.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19486', ['081109', '203816', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000157_0/part-00157.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19490', ['081109', '203816', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000314_0/part-00314.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19504', ['081109', '203816', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000055_0/part-00055.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19505', ['081109', '203816', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000353_0/part-00353.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19509', ['081109', '203816', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000259_0/part-00259.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19514', ['081109', '203816', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000149_0/part-00149.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19515', ['081109', '203816', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000009_0/part-00009.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19578', ['081109', '203817', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000348_0/part-00348.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19595', ['081109', '203817', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000008_0/part-00008.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19598', ['081109', '203817', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000010_0/part-00010.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19599', ['081109', '203817', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000256_0/part-00256.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19600', ['081109', '203817', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000136_0/part-00136.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19711', ['081109', '203818', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000057_0/part-00057.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['19717', ['081109', '203818', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000046_0/part-00046.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
