['2082', ['081109', '203552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65389', ['081109', '204428', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65390', ['081109', '204428', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65391', ['081109', '204428', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65392', ['081109', '204428', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65526', ['081109', '204429', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65527', ['081109', '204429', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65634', ['081109', '204430', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65635', ['081109', '204430', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['65850', ['081109', '204431', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66027', ['081109', '204432', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66028', ['081109', '204432', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66131', ['081109', '204433', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66241', ['081109', '204434', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66242', ['081109', '204434', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66574', ['081109', '204436', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66575', ['081109', '204436', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66576', ['081109', '204436', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66755', ['081109', '204437', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66994', ['081109', '204439', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['66995', ['081109', '204439', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67107', ['081109', '204440', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67108', ['081109', '204440', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67192', ['081109', '204441', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67193', ['081109', '204441', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67194', ['081109', '204441', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67308', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67309', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67310', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67311', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67312', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67313', ['081109', '204442', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67395', ['081109', '204443', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67484', ['081109', '204444', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67485', ['081109', '204444', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67486', ['081109', '204444', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67635', ['081109', '204445', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67749', ['081109', '204446', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67815', ['081109', '204447', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67816', ['081109', '204447', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['67817', ['081109', '204447', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68091', ['081109', '204449', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68092', ['081109', '204449', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68319', ['081109', '204451', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68320', ['081109', '204451', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68321', ['081109', '204451', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68454', ['081109', '204452', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68572', ['081109', '204453', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68630', ['081109', '204454', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68712', ['081109', '204455', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68860', ['081109', '204456', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68975', ['081109', '204457', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68976', ['081109', '204457', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68977', ['081109', '204457', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68978', ['081109', '204457', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['68979', ['081109', '204457', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69090', ['081109', '204458', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69091', ['081109', '204458', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69092', ['081109', '204458', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69252', ['081109', '204459', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69253', ['081109', '204459', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69369', ['081109', '204500', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69370', ['081109', '204500', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69371', ['081109', '204500', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69372', ['081109', '204500', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69487', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69488', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69489', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69490', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69491', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69492', ['081109', '204501', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69596', ['081109', '204502', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69597', ['081109', '204502', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69796', ['081109', '204504', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69797', ['081109', '204504', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69944', ['081109', '204505', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69945', ['081109', '204505', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['69946', ['081109', '204505', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70115', ['081109', '204506', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70297', ['081109', '204507', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70477', ['081109', '204508', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70478', ['081109', '204508', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70479', ['081109', '204508', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70605', ['081109', '204509', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70606', ['081109', '204509', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70989', ['081109', '204512', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['70990', ['081109', '204512', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71154', ['081109', '204513', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71541', ['081109', '204516', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71542', ['081109', '204516', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71765', ['081109', '204517', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71766', ['081109', '204517', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71767', ['081109', '204517', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['71881', ['081109', '204518', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72057', ['081109', '204519', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72058', ['081109', '204519', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72059', ['081109', '204519', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72060', ['081109', '204519', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72215', ['081109', '204520', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72216', ['081109', '204520', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72370', ['081109', '204521', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72371', ['081109', '204521', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72481', ['081109', '204522', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72573', ['081109', '204523', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72785', ['081109', '204525', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72786', ['081109', '204525', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72787', ['081109', '204525', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72871', ['081109', '204526', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['72872', ['081109', '204526', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73027', ['081109', '204527', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73198', ['081109', '204528', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73199', ['081109', '204528', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73200', ['081109', '204528', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73274', ['081109', '204529', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73372', ['081109', '204530', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73373', ['081109', '204530', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73679', ['081109', '204532', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73680', ['081109', '204532', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73681', ['081109', '204532', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73785', ['081109', '204533', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73786', ['081109', '204533', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73883', ['081109', '204534', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73884', ['081109', '204534', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73885', ['081109', '204534', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['73886', ['081109', '204534', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74143', ['081109', '204536', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74144', ['081109', '204536', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74302', ['081109', '204537', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74303', ['081109', '204537', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74644', ['081109', '204539', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74645', ['081109', '204539', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74646', ['081109', '204539', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74745', ['081109', '204540', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74849', ['081109', '204541', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74850', ['081109', '204541', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74851', ['081109', '204541', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74852', ['081109', '204541', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74960', ['081109', '204542', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['74961', ['081109', '204542', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75211', ['081109', '204544', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75212', ['081109', '204544', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75213', ['081109', '204544', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75214', ['081109', '204544', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75215', ['081109', '204544', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75401', ['081109', '204545', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75402', ['081109', '204545', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75403', ['081109', '204545', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75536', ['081109', '204546', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75537', ['081109', '204546', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75538', ['081109', '204546', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75691', ['081109', '204547', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75692', ['081109', '204547', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75819', ['081109', '204548', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75944', ['081109', '204549', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['75945', ['081109', '204549', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76121', ['081109', '204550', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76248', ['081109', '204551', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76249', ['081109', '204551', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76442', ['081109', '204552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76443', ['081109', '204552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76444', ['081109', '204552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76445', ['081109', '204552', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76544', ['081109', '204553', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['76874', ['081109', '204555', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['77072', ['081109', '204556', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['77073', ['081109', '204556', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['77074', ['081109', '204556', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
['77476', ['081109', '204558', '13', 'INFO', 'dfs.DataBlockScanner', 'Verification', 'succeeded', 'for', 'E2', 'Verification', 'succeeded', 'for', '<*>']]
