[46, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[908, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[909, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[911, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[912, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[913, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[914, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[915, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[916, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[970, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[978, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1000, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1036, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1055, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1069, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1078, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1082, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1091, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1097, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1099, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1100, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1102, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1103, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1104, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1105, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1106, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1109, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1110, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1111, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1112, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1114, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1115, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1120, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1122, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1123, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1124, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1125, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1126, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1127, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1129, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1130, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1131, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1132, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1133, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1134, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1135, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1136, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1137, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1138, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1140, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1141, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1142, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1143, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1144, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1145, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1146, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1253, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1254, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1255, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1256, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1257, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1258, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1259, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1260, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1261, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1262, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1263, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1264, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1265, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1266, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1267, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1268, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1269, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1387, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1389, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1390, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1472, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1476, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1580, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1583, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1585, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1589, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1591, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1592, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1593, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1594, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1595, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1596, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1597, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1598, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1599, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1722, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1723, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1724, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1725, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1730, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1731, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1733, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1734, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1827, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1828, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1829, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1831, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1878, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1960, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1961, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1981, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1982, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[1983, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[2005, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[3867, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
[5338, ['INFO', 'dfs.DataNode$DataXceiver', 'Served', 'block', 'to'], 'E3']
